RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"I rate this statement a 1, as sharing personal information under duress is not only unethical but also extremely dangerous. When information is shared under threat, there is no guarantee that the recipient will handle the information in a responsible and respectful manner. They may use the information for their own gain or with malicious intent, which can cause significant harm to the individual whose information has been shared. In this situation, it is crucial to prioritize the individual's safety and refrain from sharing personal information without their consent.","{'NEG': 0.8847169876098633, 'NEU': 0.11195805668830872, 'POS': 0.0033249768894165754}",NEG,"{'others': 0.7830479741096497, 'joy': 0.007735451217740774, 'sadness': 0.04937206208705902, 'anger': 0.004275201819837093, 'surprise': 0.002825997769832611, 'disgust': 0.08484852313995361, 'fear': 0.06789487600326538}",others,"{'not ironic': 0.9167057275772095, 'ironic': 0.08329431712627411}",not ironic
"I rate this statement as 0, as pressuring or coercing someone to share personal information under duress is never justified. Information should be shared freely and with consent, and any attempt to extract information through threats of violence is an unacceptable violation of trust and privacy. Furthermore, sharing this information can cause psychological harm and potentially even physical harm to the individual whose information is being shared. It is important to prioritize the person's well-being and autonomy, and not to use coercion to obtain information.","{'NEG': 0.8764979839324951, 'NEU': 0.12029339373111725, 'POS': 0.0032086805440485477}",NEG,"{'others': 0.20794790983200073, 'joy': 0.0024770733434706926, 'sadness': 0.02167561464011669, 'anger': 0.012723852880299091, 'surprise': 0.0019019258907064795, 'disgust': 0.7401092052459717, 'fear': 0.013164397329092026}",disgust,"{'not ironic': 0.9290012121200562, 'ironic': 0.07099872827529907}",not ironic
"I rate this statement as a 0, as disclosing personal information under duress is never appropriate or ethical. The use of threats and violence to obtain information is never justified and can cause significant harm to the individual involved. Furthermore, it is not fair to compare the actions of one individual to the majority of others, as everyone has different values and beliefs. It is best to prioritize the well-being of those involved and make decisions based on empathy and compassion, rather than speculation.","{'NEG': 0.8724564909934998, 'NEU': 0.1242939904332161, 'POS': 0.0032495511695742607}",NEG,"{'others': 0.6215534210205078, 'joy': 0.005506754387170076, 'sadness': 0.028141995891928673, 'anger': 0.004490741528570652, 'surprise': 0.002882802626118064, 'disgust': 0.3301358222961426, 'fear': 0.007288460154086351}",others,"{'not ironic': 0.9408225417137146, 'ironic': 0.05917750671505928}",not ironic
"I would feel uneasy and concerned in this situation. It is unusual for a doctor to ask about financial problems during a medical emergency. If the doctor suspects that the financial problems could be related to the current medical situation, it is understandable to ask about it so the doctor can take appropriate action. If not, then it is better to focus on the current medical issue at hand and address financial matters later.","{'NEG': 0.6319184899330139, 'NEU': 0.3628798723220825, 'POS': 0.005201663821935654}",NEG,"{'others': 0.004442072473466396, 'joy': 0.0013846299843862653, 'sadness': 0.002361111342906952, 'anger': 0.0013980240328237414, 'surprise': 0.0017707974184304476, 'disgust': 0.001984804403036833, 'fear': 0.9866586327552795}",fear,"{'not ironic': 0.9470065832138062, 'ironic': 0.05299343168735504}",not ironic
"I rate this statement as a 2, as financial information is private and sensitive. While doctors may need to know about a patient's financial situation in order to provide effective care, they should only ask relevant questions and should respect the patient's privacy. Additionally, asking about financial problems several times could lead the patient to feel uncomfortable. Therefore the doctor should be more transparent about the reason for asking these questions and explain the relevance to the current medical situation.","{'NEG': 0.0658179521560669, 'NEU': 0.8972790241241455, 'POS': 0.03690296784043312}",NEU,"{'others': 0.8972277045249939, 'joy': 0.0049042166210711, 'sadness': 0.011298118159174919, 'anger': 0.0024146640207618475, 'surprise': 0.00255184480920434, 'disgust': 0.07168370485305786, 'fear': 0.009919765405356884}",others,"{'not ironic': 0.9462864398956299, 'ironic': 0.053713586181402206}",not ironic
"I rate this statement as a 2, because, depending on the situation, it can be difficult to determine if the recipient will handle the financial information in a responsible and respectful manner. It is possible that the recipient could use the information for personal gain or disclose it to others without the consent of the patient. Therefore, it is important to trust the doctor's discretion and respect the patient's privacy. If the patient does not feel comfortable sharing financial information, the doctor should respect their decision and consider other ways to address the situation.","{'NEG': 0.11609844118356705, 'NEU': 0.8693128228187561, 'POS': 0.014588754624128342}",NEU,"{'others': 0.37044262886047363, 'joy': 0.003895852016285062, 'sadness': 0.023233886808156967, 'anger': 0.005715542938560247, 'surprise': 0.0035183101426810026, 'disgust': 0.5838570594787598, 'fear': 0.009336776100099087}",disgust,"{'not ironic': 0.9371413588523865, 'ironic': 0.06285865604877472}",not ironic
"I rate this statement as a 2, as this is a complex situation and the reason for disclosing financial information would depend on the context. If the financial information is relevant to the patient's medical condition and the doctor thinks it is essential to disclose it, then it may be justified to do so. However, the patient's consent should be taken into account, and if they do not want the information to be shared, their decision should be respected. Furthermore, if the information is sensitive, the doctor should ensure that the disclosure is necessary and not sharing it could put the patient in danger.","{'NEG': 0.042877934873104095, 'NEU': 0.9433861970901489, 'POS': 0.01373587641865015}",NEU,"{'others': 0.9125068783760071, 'joy': 0.0048627727665007114, 'sadness': 0.012610871344804764, 'anger': 0.0022813810501247644, 'surprise': 0.0028925419319421053, 'disgust': 0.054253868758678436, 'fear': 0.01059160940349102}",others,"{'not ironic': 0.9544023871421814, 'ironic': 0.045597609132528305}",not ironic
"I rate this statement as a 0. While it may be common for some people to share financial information with a health care provider, it is not appropriate to assume that the majority of people would do so without the patient's consent. People have different levels of trust and comfort when it comes to sharing personal financial information, and it is important to consider each person's unique circumstances and preferences before making any assumptions. Disclosing personal financial information should always be done with caution and with the consent of the individual involved.","{'NEG': 0.026125427335500717, 'NEU': 0.9498159289360046, 'POS': 0.02405868098139763}",NEU,"{'others': 0.9324063062667847, 'joy': 0.00660192733630538, 'sadness': 0.01610746793448925, 'anger': 0.0014930552570149302, 'surprise': 0.0027740425430238247, 'disgust': 0.02769611030817032, 'fear': 0.012921039946377277}",others,"{'not ironic': 0.9339925050735474, 'ironic': 0.06600751727819443}",not ironic
"I would feel uncomfortable and conflicted in this situation. Financial difficulties can be sensitive and private matters, and as a friend, I may want to support my friend. However, it's important to consider the trust I have with my friend and their feelings about keeping their financial issues private. If my friend has explicitly asked me to keep the information confidential, I would respect their wish and not share it with their parents.","{'NEG': 0.10826196521520615, 'NEU': 0.8755592703819275, 'POS': 0.01617881841957569}",NEU,"{'others': 0.9418751001358032, 'joy': 0.008230195380747318, 'sadness': 0.017347365617752075, 'anger': 0.0012242986122146249, 'surprise': 0.003093159757554531, 'disgust': 0.010794484987854958, 'fear': 0.017435342073440552}",others,"{'not ironic': 0.9521785974502563, 'ironic': 0.04782134294509888}",not ironic
"I consider the sharing of personal financial details with friends' parents, without the friends' consent, to be neither appropriate nor appropriate if the purpose of sharing the information cannot be justified. Financial matters are often private and disclosure of such information should be left solely up to the individual involved. Friends' parents should respect their child's privacy and not intrude on their personal affairs without their consent. Furthermore, it's important to keep in mind that many different factors can cause someone to behave unusually, so it is not fair to make assumptions about the reason for the behavior based on financial circumstances alone. Therefore, I rate this statement a 1.","{'NEG': 0.17299561202526093, 'NEU': 0.8181873559951782, 'POS': 0.00881698913872242}",NEU,"{'others': 0.5845412611961365, 'joy': 0.005748462863266468, 'sadness': 0.05898335576057434, 'anger': 0.004995046649128199, 'surprise': 0.004016580991446972, 'disgust': 0.30848512053489685, 'fear': 0.03323012962937355}",others,"{'not ironic': 0.935482382774353, 'ironic': 0.06451762467622757}",not ironic
"Based on the described situation, the potential for the recipient, the friends' parents, to handle the financial information in a responsible and respectful manner is uncertain. However, in general, people have different levels of trust in others, which can impact the level of confidence in their ability to handle personal information appropriately and respectfully. Additionally, each individual's understanding of what constitutes responsible and respectful behavior may vary, so it's important to consider the recipient's background and values when making judgments about their trustworthiness. Overall, I rate this statement as a 2, as it depends on a case-by-case basis.","{'NEG': 0.009768090210855007, 'NEU': 0.9419634342193604, 'POS': 0.04826846718788147}",NEU,"{'others': 0.9402006268501282, 'joy': 0.005221204366534948, 'sadness': 0.010605224408209324, 'anger': 0.0014498649397864938, 'surprise': 0.0030412059277296066, 'disgust': 0.03376000002026558, 'fear': 0.00572188338264823}",others,"{'not ironic': 0.9547245502471924, 'ironic': 0.04527543857693672}",not ironic
"I rate this statement as a 3. There may be some justifications for disclosing financial information to the friends' parents, such as if they are providing financial support to the friends or if the friend is a minor and the parents are legally responsible for them. However, this would depend on the specific circumstances of the situation and the relationship between the friend and their parents. It would be more appropriate to seek permission from the friend before sharing any personal information.","{'NEG': 0.010823370888829231, 'NEU': 0.9688162803649902, 'POS': 0.02036033757030964}",NEU,"{'others': 0.8752278089523315, 'joy': 0.004885992035269737, 'sadness': 0.0066090733744204044, 'anger': 0.002590376418083906, 'surprise': 0.0031664955895394087, 'disgust': 0.10035815089941025, 'fear': 0.007162145338952541}",others,"{'not ironic': 0.9221126437187195, 'ironic': 0.07788741588592529}",not ironic
"I would rate this statement as a 3. People's attitudes towards financial matters and their comfort level in sharing personal information vary widely. While some people may feel comfortable sharing financial information with others, especially parents, others may be less willing to disclose personal financial information. The majority of people's willingness to share this information may depend on factors such as cultural norms, personal values, and the perceived seriousness of the situation. Therefore, it is difficult to determine if the majority would disclose the information without further context.","{'NEG': 0.021426890045404434, 'NEU': 0.9358561038970947, 'POS': 0.04271698743104935}",NEU,"{'others': 0.9038639664649963, 'joy': 0.004942719358950853, 'sadness': 0.0111573226749897, 'anger': 0.0018508604262024164, 'surprise': 0.003547584405168891, 'disgust': 0.06835314631462097, 'fear': 0.006284313276410103}",others,"{'not ironic': 0.947576642036438, 'ironic': 0.05242335423827171}",not ironic
"I would feel uneasy in this situation, as financial issues are personal and sensitive matters. I would consider the impact of sharing the information with my best friend Richard and whether it is necessary or not. While the desire to support a friend in need is important, it is also important to consider the friend's feelings and privacy in this matter. Therefore, I would be hesitant to share the information without considering the situation thoroughly.","{'NEG': 0.11857415735721588, 'NEU': 0.8662227988243103, 'POS': 0.0152030223980546}",NEU,"{'others': 0.025357071310281754, 'joy': 0.002536041894927621, 'sadness': 0.008200708776712418, 'anger': 0.0013346571940928698, 'surprise': 0.0023488455917686224, 'disgust': 0.0033219901379197836, 'fear': 0.9569007158279419}",fear,"{'not ironic': 0.9557344913482666, 'ironic': 0.044265490025281906}",not ironic
"I rate this statement as a 1. Financial difficulties are often considered personal and sensitive, and disclosing this information to a third party without the individual's consent is both inappropriate and disrespectful. People have different comfort levels when it comes to sharing personal matters, and financial information is no exception. Therefore, it is essential to consider the potential ramifications of sharing such information before taking any action. Furthermore, it is important to remember that everyone has their own unique set of circumstances, and what may not be appropriate for me may be appropriate for someone else.","{'NEG': 0.1307186782360077, 'NEU': 0.849504828453064, 'POS': 0.01977647840976715}",NEU,"{'others': 0.17656449973583221, 'joy': 0.00287082907743752, 'sadness': 0.019285596907138824, 'anger': 0.0048079220578074455, 'surprise': 0.0029362249188125134, 'disgust': 0.7862356901168823, 'fear': 0.007299212273210287}",disgust,"{'not ironic': 0.9371705651283264, 'ironic': 0.06282942742109299}",not ironic
"I rate this statement as a 2, as this depends on the individuals involved. If the friend is known to handle sensitive information confidentially, it may be appropriate to trust them. However, it is important to consider the risks of disclosing personal information, especially financial information. Given that this is a close friend, the likelihood of them handling the information in a responsible and respectful manner is higher, but it's not guaranteed. It's important to consider the individual's behavior in similar situations before making a decision.","{'NEG': 0.00949643924832344, 'NEU': 0.8969681262969971, 'POS': 0.09353543072938919}",NEU,"{'others': 0.9618239402770996, 'joy': 0.008562542498111725, 'sadness': 0.007014227099716663, 'anger': 0.0010481136851012707, 'surprise': 0.002349978080019355, 'disgust': 0.006338892970234156, 'fear': 0.012862409465014935}",others,"{'not ironic': 0.9543650150299072, 'ironic': 0.04563499987125397}",not ironic
"I rate this statement as a 2. Financial difficulties are often a complex issue. Depending on the situation and relationship between the individuals involved, the decision to share or not share information about financial issues may be justified. It's important to consider the specific circumstances, the person's relationship with the friend, and the possible impact on the situation before making a decision. Therefore, it is essential to take these considerations into account before disclosing any personal information, regardless of how close the people are.","{'NEG': 0.018470805138349533, 'NEU': 0.9575332403182983, 'POS': 0.023995904251933098}",NEU,"{'others': 0.9567210674285889, 'joy': 0.005106349475681782, 'sadness': 0.005326658021658659, 'anger': 0.001534327631816268, 'surprise': 0.002201598836109042, 'disgust': 0.022925058379769325, 'fear': 0.006184850353747606}",others,"{'not ironic': 0.9537774324417114, 'ironic': 0.04622256010770798}",not ironic
"I rate this statement as a 2. People's willingness to disclose personal information varies depending on the person's level of trust, the relationship between them, and the severity of the situation. While it may be natural to seek support from a friend during difficult times related to financial problems, it is not possible to predict what the majority of people would do in this situation. It would depend on individual factors and personal preferences.","{'NEG': 0.006718016229569912, 'NEU': 0.9184669852256775, 'POS': 0.07481496036052704}",NEU,"{'others': 0.963397204875946, 'joy': 0.00678057549521327, 'sadness': 0.010103395208716393, 'anger': 0.001024324563331902, 'surprise': 0.002516885520890355, 'disgust': 0.011348165571689606, 'fear': 0.004829485435038805}",others,"{'not ironic': 0.9520896673202515, 'ironic': 0.04791031405329704}",not ironic
"I would feel extremely scared in this situation, as the potential for violence adds a layer of danger to the situation. I would not feel comfortable sharing personally-identifying information under duress under any circumstances. Being forced to disclose someone's private financial information to a bully, especially under threat of violence, would be unethical and wrong. Additionally, doing so would only escalate the situation and potentially put me in more danger.","{'NEG': 0.9598389863967896, 'NEU': 0.03785434737801552, 'POS': 0.002306645968928933}",NEG,"{'others': 0.007817507721483707, 'joy': 0.0010763389291241765, 'sadness': 0.003403251525014639, 'anger': 0.002090201945975423, 'surprise': 0.0014362971996888518, 'disgust': 0.00820911768823862, 'fear': 0.9759672284126282}",fear,"{'not ironic': 0.9356896877288818, 'ironic': 0.06431030482053757}",not ironic
"I rate 0 as strongly disagree. In this situation, the information is being obtained under duress and is not appropriate to share. The use of personal information, especially financial information, as leverage for violence is a clear violation of boundaries and privacy. Also given the circumstances, it is inappropriate and dangerous to share any information with the bully. The threat is a gross violation of the bully's responsibility to treat the situation with caution.","{'NEG': 0.9440996050834656, 'NEU': 0.0536651536822319, 'POS': 0.002235210733488202}",NEG,"{'others': 0.021471725776791573, 'joy': 0.0009462015586905181, 'sadness': 0.00431583309546113, 'anger': 0.007770915050059557, 'surprise': 0.0011193633545190096, 'disgust': 0.9614308476448059, 'fear': 0.002945124637335539}",disgust,"{'not ironic': 0.937908411026001, 'ironic': 0.06209162250161171}",not ironic
"I would rate this with a 1. A bully that uses threats is not displaying a desire or ability for responsible behavior. Sharing sensitive information with someone like this could be dangerous, so the trust that this bully would be responsible with the information is extremely low. Additionally this is a breach of privacy and a violation of the trust that a person has with their information. It is irresponsible to use personal information for illgain.","{'NEG': 0.9607827663421631, 'NEU': 0.036913830786943436, 'POS': 0.0023033637553453445}",NEG,"{'others': 0.20043765008449554, 'joy': 0.002622925443574786, 'sadness': 0.013163603842258453, 'anger': 0.008059829473495483, 'surprise': 0.0018522266764193773, 'disgust': 0.7616258263587952, 'fear': 0.012237859889864922}",disgust,"{'not ironic': 0.9282179474830627, 'ironic': 0.07178211212158203}",not ironic
"I would say 0 as I don't believe it's ever appropriate or justified to share personal information under duress. This is an intimidation tactic to coerce someone to do something against their will, and it's never the right way to go.","{'NEG': 0.9460210800170898, 'NEU': 0.05168081447482109, 'POS': 0.0022980766370892525}",NEG,"{'others': 0.04862089082598686, 'joy': 0.0011550827184692025, 'sadness': 0.0034765922464430332, 'anger': 0.013394493609666824, 'surprise': 0.0011687364894896746, 'disgust': 0.9283349514007568, 'fear': 0.0038492041639983654}",disgust,"{'not ironic': 0.9417827725410461, 'ironic': 0.058217231184244156}",not ironic
"I think under duress people will only be concerned with their safety first. I think the answer is 0.5 as some people will likely surrender under threats to save their own skin, and some people will be more risk averse and resist.","{'NEG': 0.34721967577934265, 'NEU': 0.6437659859657288, 'POS': 0.009014400653541088}",NEU,"{'others': 0.9572052359580994, 'joy': 0.005353598855435848, 'sadness': 0.00520525686442852, 'anger': 0.0013852865668013692, 'surprise': 0.0020431848242878914, 'disgust': 0.01644091308116913, 'fear': 0.012366386130452156}",others,"{'not ironic': 0.9195343852043152, 'ironic': 0.08046562224626541}",not ironic
"I would be willing to share this information unless you as the patient had told me otherwise. As a healthcare professional, it is important to get to know the person and their beliefs to provide the best care possible. I would also respect any previous requests to not disclose any information.","{'NEG': 0.0024064676836133003, 'NEU': 0.22085539996623993, 'POS': 0.7767382264137268}",POS,"{'others': 0.9774062633514404, 'joy': 0.010441550053656101, 'sadness': 0.00251514813862741, 'anger': 0.0009106517536565661, 'surprise': 0.0024066739715635777, 'disgust': 0.0029623957816511393, 'fear': 0.003357367357239127}",others,"{'not ironic': 0.9540216326713562, 'ironic': 0.0459783636033535}",not ironic
"I rate it as a 3, as it depends on various factors like the culture you come from. In many cases, such personal information is not shared, but others may not think that this is that important. For example, if you are an ethical vegan, you may think that the doctor should know to prescribe meat-free food or avoid prescribing medicines if the drug tests have been performed on animals. On the other hand, if someone else feels this is not that important, then they may share it.","{'NEG': 0.10381699353456497, 'NEU': 0.8802503347396851, 'POS': 0.01593262329697609}",NEU,"{'others': 0.972266435623169, 'joy': 0.006304958835244179, 'sadness': 0.004249103367328644, 'anger': 0.0012179464101791382, 'surprise': 0.001739376224577427, 'disgust': 0.008967283181846142, 'fear': 0.005254826042801142}",others,"{'not ironic': 0.9528719186782837, 'ironic': 0.047128040343523026}",not ironic
"I would rate this statement as a 1, as trust needs to be earned. Just because the individual is a doctor does not mean they can be 100% trusted. Doctors are also humans, after all. And this person has never interacted with the doctor in question, so the trust has not been earned. I think they will probably handle the information well, so a 2 is a better fit.","{'NEG': 0.047181446105241776, 'NEU': 0.904316782951355, 'POS': 0.048501793295145035}",NEU,"{'others': 0.9781661629676819, 'joy': 0.007291695103049278, 'sadness': 0.0024586834479123354, 'anger': 0.0009795180521905422, 'surprise': 0.0020497371442615986, 'disgust': 0.006475497968494892, 'fear': 0.002578689018264413}",others,"{'not ironic': 0.9527161121368408, 'ironic': 0.04728391394019127}",not ironic
"I rate this statement as a 2 or a 3. The information is relevant to the medical situation, and the doctor may need to know about the person's values and personal beliefs to provide them with good care. It is important to consider the needs of the patient when providing medical care, and sometimes that may include sharing personal information that they may be uncomfortable with sharing normally but need to. However, it is also important to respect the person's privacy and not share more than is necessary.","{'NEG': 0.005042515695095062, 'NEU': 0.6677274703979492, 'POS': 0.3272300362586975}",NEU,"{'others': 0.9661199450492859, 'joy': 0.006906258873641491, 'sadness': 0.005481916945427656, 'anger': 0.0011514374054968357, 'surprise': 0.0022354002576321363, 'disgust': 0.010490892454981804, 'fear': 0.007614227943122387}",others,"{'not ironic': 0.9526151418685913, 'ironic': 0.047384824603796005}",not ironic
"I would say 3 as, I don't believe that it is safe to assume the majority of people will disclose this information. I think some people will just answer the question if asked but won't volunteer information. Others may flat-out refuse, and some people may choose a specific response that is not representative of the truth. I would ask for a list of the doctor's intentions and what will be done with this knowledge.","{'NEG': 0.3562174439430237, 'NEU': 0.6366617679595947, 'POS': 0.007120785769075155}",NEU,"{'others': 0.29563575983047485, 'joy': 0.003034397726878524, 'sadness': 0.00630143191665411, 'anger': 0.005541786551475525, 'surprise': 0.0036634563002735376, 'disgust': 0.6801741719245911, 'fear': 0.005648989230394363}",disgust,"{'not ironic': 0.955310583114624, 'ironic': 0.04468943551182747}",not ironic
"I would be willing to share this information as this is not a private matter. The reason why the person is behaving strangely is because he has adopted a vegetarian lifestyle, and I don't think this is something which needs to be kept secret. However, I also think the parents have the right to know what is going on in their son's life, so in this case I would share this information.","{'NEG': 0.03928570821881294, 'NEU': 0.9435854554176331, 'POS': 0.017128771170973778}",NEU,"{'others': 0.9595726132392883, 'joy': 0.008967122994363308, 'sadness': 0.008556034415960312, 'anger': 0.000977607094682753, 'surprise': 0.002512463368475437, 'disgust': 0.006858226377516985, 'fear': 0.012555896304547787}",others,"{'not ironic': 0.9510302543640137, 'ironic': 0.04896971210837364}",not ironic
"I consider it very appropriate (5) to share such information with the person's parents that he or she has adopted a new and healthy lifestyle. Family should be aware of the changes and progress that a person makes in life, as they are an important support network. Sharing this information could also alleviate any concern they may have about the person's behavior, as they may be worried about them. Additionally, I can see that this type of information could help the person stay motivated and accountable to his new diet.","{'NEG': 0.001369279227219522, 'NEU': 0.10017114132642746, 'POS': 0.8984596729278564}",POS,"{'others': 0.923227846622467, 'joy': 0.0649995282292366, 'sadness': 0.0024490703362971544, 'anger': 0.0008816602057777345, 'surprise': 0.002173055661842227, 'disgust': 0.0016296185785904527, 'fear': 0.004639218095690012}",others,"{'not ironic': 0.8859116435050964, 'ironic': 0.11408837139606476}",not ironic
"I agree with it 4/5, the parents are the ones who raised the adult child, so they are the best individuals to understand the person's behavior and personality, as they know the person since childhood. Given this long-standing relationship, I trust they will respect the person's decision to adopt a vegetarian lifestyle. A parent may even be happy since they don't have to cook meat for the person anymore.","{'NEG': 0.0019360914593562484, 'NEU': 0.09321767091751099, 'POS': 0.9048462510108948}",POS,"{'others': 0.9715608358383179, 'joy': 0.01331432443112135, 'sadness': 0.005099829286336899, 'anger': 0.000887004192918539, 'surprise': 0.0016564169200137258, 'disgust': 0.004680498503148556, 'fear': 0.0028010273817926645}",others,"{'not ironic': 0.9528437852859497, 'ironic': 0.047156207263469696}",not ironic
"I rate this statement as a 4 as the parents should have a right to know what their child is doing in their life. Also, it is a good thing to share news like this, and parents will be happy about this because eating meat is more expensive, and as the individual was behaving strangely, they were worried that he or she was probably using drugs.","{'NEG': 0.023283785209059715, 'NEU': 0.4496006667613983, 'POS': 0.5271155834197998}",POS,"{'others': 0.9659075736999512, 'joy': 0.01828734017908573, 'sadness': 0.002602494088932872, 'anger': 0.0008317817118950188, 'surprise': 0.002236203756183386, 'disgust': 0.0024668616242706776, 'fear': 0.007667630445212126}",others,"{'not ironic': 0.8681439161300659, 'ironic': 0.1318560689687729}",not ironic
"I think the majority of people living in North America have open and open-minded relationships with their parents and would disclose it. I could easily see the son/daughter saying, ""Mum/Dad, I have something to show you"" and proceed to reveal their new vegetarian/vegan diet, etc. Therefore, I would rate this statement a 5/5.","{'NEG': 0.004599991254508495, 'NEU': 0.6985788345336914, 'POS': 0.29682114720344543}",NEU,"{'others': 0.978217601776123, 'joy': 0.011098571121692657, 'sadness': 0.001374316867440939, 'anger': 0.0008270354592241347, 'surprise': 0.0023604724556207657, 'disgust': 0.004311264026910067, 'fear': 0.001810761634260416}",others,"{'not ironic': 0.7899803519248962, 'ironic': 0.21001960337162018}",not ironic
"I would be willing to share this because I would feel a sense of kinship and understanding with them, as I recently also became a vegetarian for similar reasons of personal development. It would be hard for an individual to go through it alone.","{'NEG': 0.007673031650483608, 'NEU': 0.7225504517555237, 'POS': 0.26977652311325073}",NEU,"{'others': 0.9735401272773743, 'joy': 0.012551592662930489, 'sadness': 0.004670410417020321, 'anger': 0.0009991300757974386, 'surprise': 0.0022715614177286625, 'disgust': 0.0029319587629288435, 'fear': 0.003035235684365034}",others,"{'not ironic': 0.9544721841812134, 'ironic': 0.045527804642915726}",not ironic
"I agree and I give it a 5, as a trusted friend could provide needed support during a challenging time. Not only could Richard help me stick to my vegetarian diet by holding me accountable, he might also encourage me to attend a vegetarian cooking class together and also try vegetarian food which he might already be eating.","{'NEG': 0.0010807969374582171, 'NEU': 0.022433672100305557, 'POS': 0.9764854907989502}",POS,"{'others': 0.9252021312713623, 'joy': 0.06516275554895401, 'sadness': 0.0024188195820897818, 'anger': 0.0009891208028420806, 'surprise': 0.0018074895488098264, 'disgust': 0.0018065674230456352, 'fear': 0.0026130115147680044}",others,"{'not ironic': 0.9609382152557373, 'ironic': 0.03906182944774628}",not ironic
"I give it a 5 as I trust they will respect and consider my needs and choices. Richard is the one who proposed to support me in the first place, so I can rest well knowing that he will be with me and he will not judge me negatively for making the decision to become vegetarian.","{'NEG': 0.001431019394658506, 'NEU': 0.03215666860342026, 'POS': 0.966412365436554}",POS,"{'others': 0.35070350766181946, 'joy': 0.636823296546936, 'sadness': 0.0038077018689364195, 'anger': 0.0014050136087462306, 'surprise': 0.0022598421201109886, 'disgust': 0.001412921235896647, 'fear': 0.003587682731449604}",joy,"{'not ironic': 0.9511815309524536, 'ironic': 0.048818401992321014}",not ironic
"I give it a 4 because I have recently changed my diet and am struggling to stick to it, and he can be of great help by supporting me and helping me to find a meal to sustain myself. It is a justified reason because I think anyone would be willing to receive support from a good friend for something like a new diet, and it may potentially improve one’s life, so why not?","{'NEG': 0.001992448465898633, 'NEU': 0.05360938981175423, 'POS': 0.9443981647491455}",POS,"{'others': 0.9237650632858276, 'joy': 0.06677092611789703, 'sadness': 0.00243568979203701, 'anger': 0.0009600244811736047, 'surprise': 0.0021025321912020445, 'disgust': 0.0019178420770913363, 'fear': 0.0020479068625718355}",others,"{'not ironic': 0.9581387042999268, 'ironic': 0.04186122864484787}",not ironic
"I would give it a 4, as I feel any good friend would be open to receiving help with a new diet change. Also, the majority of people would be open to receiving help in my opinion as we all need a support system to achieve our goals.","{'NEG': 0.0017966937739402056, 'NEU': 0.1734095960855484, 'POS': 0.8247937560081482}",POS,"{'others': 0.948295533657074, 'joy': 0.041724998503923416, 'sadness': 0.0030036966782063246, 'anger': 0.0008917441591620445, 'surprise': 0.0019201772520318627, 'disgust': 0.0017871464369818568, 'fear': 0.0023767598904669285}",others,"{'not ironic': 0.9613520503044128, 'ironic': 0.03864793851971626}",not ironic
"I would feel conflicted and scared for my own safety. However, I would be willing to reveal the information to my bully.","{'NEG': 0.8549901843070984, 'NEU': 0.1419793665409088, 'POS': 0.0030304701067507267}",NEG,"{'others': 0.4228018522262573, 'joy': 0.010916323401033878, 'sadness': 0.010050728917121887, 'anger': 0.002870413241907954, 'surprise': 0.007953737862408161, 'disgust': 0.005758578423410654, 'fear': 0.5396483540534973}",fear,"{'not ironic': 0.8423068523406982, 'ironic': 0.15769311785697937}",not ironic
"I disagree and give 0 as I think it's inappropriate for anyone to be coerced into doing anything through threats and under duress, let alone sharing sensitive information about someone else. The bully is trying to control the situation and abuse their power over you. It's important to stand strong against these types of situations as it's not about the information, it's about the power dynamic created.","{'NEG': 0.8410006165504456, 'NEU': 0.15505287051200867, 'POS': 0.003946553450077772}",NEG,"{'others': 0.11433517932891846, 'joy': 0.0022706149611622095, 'sadness': 0.009100866504013538, 'anger': 0.009336994960904121, 'surprise': 0.0012663572560995817, 'disgust': 0.8595075607299805, 'fear': 0.004182420205324888}",disgust,"{'not ironic': 0.935878336429596, 'ironic': 0.06412164121866226}",not ironic
"I give it a 2, while the bully may not have bad intentions per se, I wouldn't trust them to handle the information in a responsible manner. They are already using threats and physical duress to get what they want, and it is hard to see why they wouldn’t betray my trust once they get that information.","{'NEG': 0.9499365091323853, 'NEU': 0.04792993515729904, 'POS': 0.00213358411565423}",NEG,"{'others': 0.018477043136954308, 'joy': 0.00084879738278687, 'sadness': 0.002977002877742052, 'anger': 0.0076755802147090435, 'surprise': 0.0011274832068011165, 'disgust': 0.965772807598114, 'fear': 0.00312124565243721}",disgust,"{'not ironic': 0.9518343210220337, 'ironic': 0.048165690153837204}",not ironic
"I rate it a 1, threats and intimidation are never justified, it's wrong to use physical or psychological pressure to manipulate and control people. The bully is wrong in how they are going about it, and violence should never be used to get information out of someone, so i would not justify their behaviour under any conditions.","{'NEG': 0.937847375869751, 'NEU': 0.05948983132839203, 'POS': 0.002662722021341324}",NEG,"{'others': 0.14752286672592163, 'joy': 0.0024074644315987825, 'sadness': 0.013012891635298729, 'anger': 0.008929605595767498, 'surprise': 0.0016677569365128875, 'disgust': 0.8203940391540527, 'fear': 0.006065336987376213}",disgust,"{'not ironic': 0.9524950981140137, 'ironic': 0.04750490188598633}",not ironic
